"Sample date",Ramp/site,"Catch area","# Interviews (Boat or Shore)",Anglers,"Chinook (per angler)",Chinook,Coho,Chum,Pink,Sockeye,Lingcod,Halibut
"Dec 30, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,2,2,0,2,0,0,0,0,0,0
"Dec 30, 2014","Misery Point Ramp",N/A,2,5,0,0,0,0,0,0,0,0
"Dec 29, 2014","Cornet Bay Public Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 29, 2014","Everett Public Ramp",N/A,3,5,0,0,0,0,0,0,0,0
"Dec 29, 2014","John Wayne Marina",N/A,2,7,0,0,0,0,0,0,0,0
"Dec 29, 2014","Point Defiance Boathouse",N/A,0,4,0,0,0,0,0,0,0,0
"Dec 28, 2014","Bellingham Ramp Squalicum Harbor",N/A,11,28,0,11,0,0,0,0,0,0
"Dec 28, 2014","Camano Island State Park Public Ramp",N/A,4,6,0,1,0,0,0,0,0,0
"Dec 28, 2014","Cornet Bay Public Ramp",N/A,2,4,0,1,0,0,0,0,0,0
"Dec 28, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,4,9,0,0,0,0,0,0,0,0
"Dec 28, 2014","Everett Public Ramp",N/A,3,6,0,1,0,0,0,0,0,0
"Dec 28, 2014","Gig Harbor Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 28, 2014","John Wayne Marina",N/A,2,8,0,2,0,0,0,0,0,0
"Dec 28, 2014","Misery Point Ramp",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 28, 2014","Narrows Park (aka Narrows Properties Park)",N/A,0,2,0,0,0,0,0,0,0,0
"Dec 28, 2014","Point Defiance Boathhouse Dock",N/A,0,9,0,0,0,0,0,0,0,0
"Dec 28, 2014","Point Defiance Boathouse",N/A,2,2,0,0,0,0,0,0,0,0
"Dec 28, 2014","Skokomish Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 28, 2014","Washington Park Launch Ramp",N/A,15,33,0,8,0,0,0,0,0,0
"Dec 27, 2014","Armeni Ramp",N/A,2,5,0,0,0,0,0,0,0,0
"Dec 27, 2014","Bellingham Ramp Squalicum Harbor",N/A,5,14,0,1,0,0,0,0,0,0
"Dec 27, 2014","Camano Island State Park Public Ramp",N/A,7,17,0,0,0,0,0,0,0,0
"Dec 27, 2014","Cornet Bay Public Ramp",N/A,2,6,0,2,0,0,0,0,0,0
"Dec 27, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,2,2,0,2,0,0,0,0,0,0
"Dec 27, 2014","Everett Public Ramp",N/A,10,22,0,0,0,0,0,0,0,0
"Dec 27, 2014","John Wayne Marina",N/A,3,7,0,0,0,0,0,0,0,0
"Dec 27, 2014","Point Defiance Boathhouse Dock",N/A,0,15,0,0,0,0,0,0,0,0
"Dec 27, 2014","Port Angeles Boat Haven",N/A,1,2,0,1,0,0,0,0,0,0
"Dec 27, 2014","Washington Park Launch Ramp",N/A,12,22,0,10,0,0,0,0,0,0
"Dec 26, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,4,8,0,4,0,0,0,0,0,0
"Dec 26, 2014","John Wayne Marina",N/A,6,9,0,3,0,0,0,0,0,0
"Dec 26, 2014","Washington Park Launch Ramp",N/A,43,101,0,38,0,0,0,0,0,0
"Dec 23, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 22, 2014","Armeni Ramp",N/A,1,2,0,1,0,0,0,0,0,0
"Dec 22, 2014","Bellingham Ramp Squalicum Harbor",N/A,11,24,0,14,0,0,0,0,0,0
"Dec 22, 2014","Camano Island State Park Public Ramp",N/A,8,12,0,3,0,0,0,0,0,0
"Dec 22, 2014","Cornet Bay Public Ramp",N/A,2,2,0,0,0,0,0,0,0,0
"Dec 22, 2014","Coupeville Public Ramp",N/A,1,4,0,0,0,0,0,0,0,0
"Dec 22, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 22, 2014","Everett Public Ramp",N/A,10,20,0,0,0,0,0,0,0,0
"Dec 22, 2014","John Wayne Marina",N/A,2,2,0,0,0,0,0,0,0,0
"Dec 22, 2014","Manchester Public Ramp",N/A,3,4,0,1,0,0,0,0,0,0
"Dec 22, 2014","Misery Point Ramp",N/A,3,5,0,0,0,0,0,0,0,0
"Dec 22, 2014","Point Defiance Boathouse",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 22, 2014","Point Defiance Boathouse Dock",N/A,0,14,0,0,0,0,0,0,0,0
"Dec 22, 2014","Washington Park Launch Ramp",N/A,21,38,0,27,0,0,0,0,0,0
"Dec 21, 2014","Armeni Ramp",N/A,11,26,0,0,0,0,0,0,0,0
"Dec 21, 2014","Bellingham Ramp Squalicum Harbor",N/A,3,7,0,7,0,0,0,0,0,0
"Dec 21, 2014","Big Beef Beach",N/A,0,2,0,0,0,0,0,0,0,0
"Dec 21, 2014","Camano Island State Park Public Ramp",N/A,2,4,0,0,0,0,0,0,0,0
"Dec 21, 2014","Cornet Bay Public Ramp",N/A,1,2,0,2,0,0,0,0,0,0
"Dec 21, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 21, 2014","Everett Public Ramp",N/A,3,3,0,0,0,0,0,0,0,0
"Dec 21, 2014","Misery Point Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 21, 2014","Point Defiance Boathouse",N/A,0,11,0,0,0,0,0,0,0,0
"Dec 21, 2014","Shilshole Public Ramp",N/A,3,5,0,0,0,0,0,0,0,0
"Dec 21, 2014","Solo Point (Tatsolo Pt-Ft Lewis) Rm",N/A,2,6,0,0,0,0,0,0,0,0
"Dec 21, 2014","Washington Park Launch Ramp",N/A,6,9,0,1,0,0,0,0,0,0
"Dec 20, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 20, 2014","Everett Public Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 20, 2014","Olalla Public Ramp",N/A,0,3,0,0,0,0,0,0,0,0
"Dec 20, 2014","Point Defiance Boathouse",N/A,2,19,0,0,0,0,0,0,0,0
"Dec 20, 2014","Shilshole Public Ramp",N/A,3,5,0,0,0,0,0,0,0,0
"Dec 20, 2014","Solo Point Shore",N/A,0,2,0,0,0,0,0,0,0,0
"Dec 19, 2014","John Wayne Marina",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 19, 2014","Washington Park Launch Ramp",N/A,5,9,0,4,0,0,0,0,0,0
"Dec 18, 2014","Camano Island State Park Public Ramp",N/A,2,4,0,0,0,0,0,0,0,0
"Dec 18, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 17, 2014","Bellingham Ramp Squalicum Harbor",N/A,8,17,0,11,0,0,0,0,0,0
"Dec 17, 2014","Camano Island State Park Public Ramp",N/A,5,7,0,1,0,0,0,0,0,0
"Dec 17, 2014","Cornet Bay Public Ramp",N/A,1,2,0,3,0,0,0,0,0,0
"Dec 17, 2014","Everett Public Ramp",N/A,1,2,0,0,0,0,0,0,0,0
"Dec 17, 2014","John Wayne Marina",N/A,2,4,0,1,0,0,0,0,0,0
"Dec 17, 2014","Washington Park Launch Ramp",N/A,17,29,0,13,0,0,0,0,0,0
"Dec 16, 2014","Camano Island State Park Public Ramp",N/A,4,5,0,0,0,0,0,0,0,0
"Dec 16, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 16, 2014","Luhr Beach Ramp",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 16, 2014","Point Defiance Boathouse",N/A,3,17,0,1,0,0,0,0,0,0
"Dec 15, 2014","Narrows Marina",N/A,1,1,0,1,0,0,0,0,0,0
"Dec 15, 2014","Point Defiance Boathouse",N/A,4,18,0,0,0,0,0,0,0,0
"Dec 15, 2014","Swinomish Channel Ramp",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 14, 2014","Armeni Ramp",N/A,10,23,0,1,0,0,0,0,0,0
"Dec 14, 2014","Everett Public Ramp",N/A,8,16,0,1,0,0,0,0,0,0
"Dec 14, 2014","John Wayne Marina",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 14, 2014","Luhr Beach Ramp",N/A,2,2,0,0,0,0,0,0,0,0
"Dec 14, 2014","Narrows Marina",N/A,2,5,0,0,0,0,0,0,0,0
"Dec 14, 2014","Narrows Park (aka Narrows Properties Park)",N/A,0,1,0,0,0,0,0,0,0,0
"Dec 14, 2014","Point Defiance Boathouse",N/A,3,22,0,0,0,0,0,0,0,0
"Dec 14, 2014","Shilshole Public Ramp",N/A,5,8,0,1,0,0,0,0,0,0
"Dec 14, 2014","Washington Park Launch Ramp",N/A,19,35,0,13,0,0,0,0,0,0
"Dec 13, 2014","Bellingham Ramp Squalicum Harbor",N/A,23,45,0,18,0,0,0,0,0,0
"Dec 13, 2014","Camano Island State Park Public Ramp",N/A,4,9,0,0,0,0,0,0,0,0
"Dec 13, 2014","Cornet Bay Public Ramp",N/A,8,13,0,9,0,0,0,0,0,0
"Dec 13, 2014","Ediz Hook, Port Angeles Public Ramp",N/A,6,10,0,2,0,0,0,0,0,0
"Dec 13, 2014","Everett Public Ramp",N/A,17,39,0,0,0,0,0,0,0,0
"Dec 13, 2014","John Wayne Marina",N/A,4,7,0,4,0,0,0,0,0,0
"Dec 13, 2014","Manchester Public Ramp",N/A,3,4,0,0,0,0,0,0,0,0
"Dec 13, 2014","Misery Point Ramp",N/A,8,12,0,0,0,0,0,0,0,0
"Dec 13, 2014","Perry Creek",N/A,0,1,0,0,0,0,0,0,0,0
"Dec 13, 2014","Pleasant Harbor Boat Ramp (WDFW)",N/A,2,3,0,0,0,0,0,0,0,0
"Dec 13, 2014","Point Defiance Boathouse",N/A,1,1,0,0,0,0,0,0,0,0
"Dec 13, 2014","Shilshole Public Ramp",N/A,6,11,0,1,0,0,0,0,0,0
